filename,label
frame_00232.npy,nihon
frame_00233.npy,no
frame_00234.npy,nihon
frame_00235.npy,ok?
frame_00236.npy,nihon
frame_00237.npy,ok?
frame_00238.npy,nihon
frame_00239.npy,ok?
frame_00240.npy,nihon
frame_00241.npy,ok?
frame_00242.npy,no
frame_00243.npy,ok?
frame_00244.npy,no
frame_00249.npy,syuwa
frame_00250.npy,no
frame_00251.npy,syuwa
frame_00252.npy,no
frame_00253.npy,syuwa
frame_00254.npy,no
frame_00255.npy,waktta
frame_00256.npy,no
frame_00257.npy,waktta
frame_00258.npy,no
frame_00259.npy,waktta
frame_00260.npy,no
frame_00261.npy,waktta
frame_00262.npy,ok?
frame_00263.npy,waktta
frame_00264.npy,ok?
frame_00265.npy,watashi
frame_00266.npy,ok?
frame_00267.npy,watashi
frame_00268.npy,ok?
frame_00269.npy,watashi
frame_00270.npy,ok?
frame_00271.npy,watashi
frame_00272.npy,ok?
frame_00273.npy,watashi
frame_00274.npy,ok?
frame_00275.npy,ichi
frame_00276.npy,ichi
frame_00277.npy,ichi
frame_00278.npy,ichi
frame_00279.npy,ichi
frame_00280.npy,ichi
frame_00281.npy,ichi
frame_00282.npy,ichi
frame_00283.npy,ichi
frame_00284.npy,ichi
frame_00285.npy,ichi
frame_00286.npy,ichi
frame_00287.npy,ichi
frame_00288.npy,ichi
frame_00289.npy,ichi
frame_00290.npy,ichi
frame_00291.npy,ichi
frame_00292.npy,ichi
frame_00293.npy,ichi
frame_00294.npy,ichi
frame_00295.npy,nihon
frame_00296.npy,nihon
frame_00297.npy,nihon
frame_00298.npy,nihon
frame_00299.npy,nihon
frame_00300.npy,nihon
frame_00301.npy,nihon
frame_00302.npy,nihon
frame_00303.npy,nihon
frame_00304.npy,nihon
frame_00305.npy,nihon
frame_00306.npy,nihon
frame_00307.npy,nihon
frame_00308.npy,nihon
frame_00309.npy,nihon
frame_00310.npy,nihon
frame_00311.npy,nihon
frame_00312.npy,nihon
frame_00313.npy,nihon
frame_00314.npy,nihon
frame_00315.npy,no
frame_00316.npy,no
frame_00317.npy,no
frame_00318.npy,no
frame_00319.npy,no
frame_00320.npy,no
frame_00321.npy,no
frame_00322.npy,no
frame_00323.npy,no
frame_00324.npy,no
frame_00325.npy,no
frame_00326.npy,no
frame_00327.npy,no
frame_00328.npy,no
frame_00329.npy,no
frame_00330.npy,no
frame_00331.npy,no
frame_00332.npy,no
frame_00333.npy,no
frame_00334.npy,no
frame_00335.npy,ok?
frame_00336.npy,ok?
frame_00337.npy,ok?
frame_00338.npy,ok?
frame_00339.npy,ok?
frame_00340.npy,ok?
frame_00341.npy,ok?
frame_00342.npy,ok?
frame_00343.npy,ok?
frame_00344.npy,ok?
frame_00345.npy,ok?
frame_00346.npy,ok?
frame_00347.npy,ok?
frame_00348.npy,ok?
frame_00349.npy,ok?
frame_00350.npy,ok?
frame_00351.npy,ok?
frame_00352.npy,ok?
frame_00353.npy,ok?
frame_00354.npy,ok?
frame_00355.npy,syuwa
frame_00356.npy,syuwa
frame_00357.npy,syuwa
frame_00358.npy,syuwa
frame_00359.npy,syuwa
frame_00360.npy,syuwa
frame_00361.npy,syuwa
frame_00362.npy,syuwa
frame_00363.npy,syuwa
frame_00364.npy,syuwa
frame_00365.npy,syuwa
frame_00366.npy,syuwa
frame_00367.npy,syuwa
frame_00368.npy,syuwa
frame_00369.npy,syuwa
frame_00370.npy,syuwa
frame_00371.npy,syuwa
frame_00372.npy,syuwa
frame_00373.npy,syuwa
frame_00374.npy,syuwa
frame_00375.npy,waktta
frame_00376.npy,waktta
frame_00377.npy,waktta
frame_00378.npy,waktta
frame_00379.npy,waktta
frame_00380.npy,waktta
frame_00381.npy,waktta
frame_00382.npy,waktta
frame_00383.npy,waktta
frame_00384.npy,waktta
frame_00385.npy,waktta
frame_00386.npy,waktta
frame_00387.npy,waktta
frame_00388.npy,waktta
frame_00389.npy,waktta
frame_00390.npy,waktta
frame_00391.npy,waktta
frame_00392.npy,waktta
frame_00393.npy,waktta
frame_00394.npy,waktta
frame_00395.npy,watashi
frame_00396.npy,watashi
frame_00397.npy,watashi
frame_00398.npy,watashi
frame_00399.npy,watashi
frame_00400.npy,watashi
frame_00401.npy,watashi
frame_00402.npy,watashi
frame_00403.npy,watashi
frame_00404.npy,watashi
frame_00405.npy,watashi
frame_00406.npy,watashi
frame_00407.npy,watashi
frame_00408.npy,watashi
frame_00409.npy,watashi
frame_00410.npy,watashi
frame_00411.npy,watashi
frame_00412.npy,watashi
frame_00413.npy,watashi
frame_00414.npy,watashi
frame_00415.npy,namae
frame_00416.npy,namae
frame_00417.npy,namae
frame_00418.npy,namae
frame_00419.npy,namae
frame_00420.npy,namae
frame_00421.npy,namae
frame_00422.npy,namae
frame_00423.npy,namae
frame_00424.npy,namae
frame_00425.npy,namae
frame_00426.npy,namae
frame_00427.npy,namae
frame_00428.npy,namae
frame_00429.npy,namae
frame_00430.npy,namae
frame_00431.npy,namae
frame_00432.npy,namae
frame_00433.npy,namae
frame_00434.npy,namae
frame_00435.npy,wakaranai
frame_00436.npy,wakaranai
frame_00437.npy,wakaranai
frame_00438.npy,wakaranai
frame_00439.npy,wakaranai
frame_00440.npy,wakaranai
frame_00441.npy,wakaranai
frame_00442.npy,wakaranai
frame_00443.npy,wakaranai
frame_00444.npy,wakaranai
frame_00445.npy,wakaranai
frame_00446.npy,wakaranai
frame_00447.npy,wakaranai
frame_00448.npy,wakaranai
frame_00449.npy,wakaranai
frame_00450.npy,wakaranai
frame_00451.npy,wakaranai
frame_00452.npy,wakaranai
frame_00453.npy,wakaranai
frame_00454.npy,wakaranai
frame_00455.npy,wakaru
frame_00456.npy,wakaru
frame_00457.npy,wakaru
frame_00458.npy,wakaru
frame_00459.npy,wakaru
frame_00460.npy,wakaru
frame_00461.npy,wakaru
frame_00462.npy,wakaru
frame_00463.npy,wakaru
frame_00464.npy,wakaru
frame_00465.npy,wakaru
frame_00466.npy,wakaru
frame_00467.npy,wakaru
frame_00468.npy,wakaru
frame_00469.npy,wakaru
frame_00470.npy,wakaru
frame_00471.npy,wakaru
frame_00472.npy,wakaru
frame_00473.npy,wakaru
frame_00474.npy,wakaru
frame_00475.npy,zaki
frame_00476.npy,zaki
frame_00477.npy,zaki
frame_00478.npy,zaki
frame_00479.npy,zaki
frame_00480.npy,zaki
frame_00481.npy,zaki
frame_00482.npy,zaki
frame_00483.npy,zaki
frame_00484.npy,zaki
frame_00485.npy,zaki
frame_00486.npy,zaki
frame_00487.npy,zaki
frame_00488.npy,zaki
frame_00489.npy,zaki
frame_00490.npy,zaki
frame_00491.npy,zaki
frame_00492.npy,zaki
frame_00493.npy,zaki
frame_00494.npy,zaki
